pipeline,llm,metric,score
Network-based,Gemini 2.5,NDC,3
Network-based,Gemini 2.5,TFC,1
Network-based,Gemini 2.5,TDC,1
Network-based,Gemini 2.5,NFC,4
Network-based,Gemini 2.5,NDC,3
Network-based,Gemini 2.5,TFC,1
Network-based,Gemini 2.5,TDC,1
Network-based,Gemini 2.5,NFC,4
Network-based,Gemini 2.5,NDC,3
Network-based,Gemini 2.5,TFC,1
Network-based,Gemini 2.5,TDC,1
Network-based,Gemini 2.5,NFC,5
Network-based,Gemini 2.5,NDC,4
Network-based,Gemini 2.5,TFC,1
Network-based,Gemini 2.5,TDC,1
Network-based,Gemini 2.5,NFC,3
Network-based,Gemini 2.5,NDC,2
Network-based,Gemini 2.5,TFC,1
Network-based,Gemini 2.5,TDC,1
Network-based,Gemini 2.5,NFC,4
Network-based,Gemini 2.5,NDC,3
Network-based,Gemini 2.5,TFC,1
Network-based,Gemini 2.5,TDC,1
Network-based,Gemini 2.5,NFC,5
Network-based,Gemini 2.5,NDC,4
Network-based,Gemini 2.5,TFC,1
Network-based,Gemini 2.5,TDC,1
Network-based,Gemini 2.5,NFC,3
Network-based,Gemini 2.5,NDC,2
Network-based,Gemini 2.5,TFC,1
Network-based,Gemini 2.5,TDC,1
Network-based,Gemini 2.5,NFC,4
Network-based,Gemini 2.5,NDC,3
Network-based,Gemini 2.5,TFC,1
Network-based,Gemini 2.5,TDC,1
Network-based,Gemini 2.5,NFC,5
Network-based,Gemini 2.5,NDC,4
Network-based,Gemini 2.5,TFC,1
Network-based,Gemini 2.5,TDC,1
Network-based,Gemini 2.5,NFC,4
Network-based,Gemini 2.5,NDC,3
Network-based,Gemini 2.5,TFC,1
Network-based,Gemini 2.5,TDC,1
Network-based,Gemini 2.5,NFC,4
Network-based,Gemini 2.5,NDC,3
Network-based,Gemini 2.5,TFC,1
Network-based,Gemini 2.5,TDC,1
Network-based,Gemini 2.5,NFC,3
Network-based,Gemini 2.5,NDC,2
Network-based,Gemini 2.5,TFC,1
Network-based,Gemini 2.5,TDC,1
Network-based,Gemini 2.5,NFC,4
Network-based,Gemini 2.5,NDC,3
Network-based,Gemini 2.5,TFC,1
Network-based,Gemini 2.5,TDC,1
Network-based,Gemini 2.5,NFC,4
Network-based,Gemini 2.5,NDC,3
Network-based,Gemini 2.5,TFC,1
Network-based,Gemini 2.5,TDC,1
Network-based,Gemini 2.5,NFC,5
Network-based,Gemini 2.5,NDC,4
Network-based,Gemini 2.5,TFC,1
Network-based,Gemini 2.5,TDC,1
Network-based,Gemini 2.5,NFC,4
Network-based,Gemini 2.5,NDC,3
Network-based,Gemini 2.5,TFC,1
Network-based,Gemini 2.5,TDC,1
Network-based,Gemini 2.5,NFC,4
Network-based,Gemini 2.5,NDC,3
Network-based,Gemini 2.5,TFC,1
Network-based,Gemini 2.5,TDC,1
Network-based,Gemini 2.5,NFC,4
Network-based,Gemini 2.5,NDC,3
Network-based,Gemini 2.5,TFC,1
Network-based,Gemini 2.5,TDC,1
Network-based,Gemini 2.5,NFC,4
Network-based,Gemini 2.5,NDC,3
Network-based,Gemini 2.5,TFC,1
Network-based,Gemini 2.5,TDC,1
Network-based,Gemini 2.5,NFC,4
Network-based,Gemini 2.5,NDC,3
Network-based,Gemini 2.5,TFC,1
Network-based,Gemini 2.5,TDC,1
Network-based,Gemini 2.5,NFC,4
Network-based,Gemini 2.5,NDC,3
Network-based,Gemini 2.5,TFC,1
Network-based,Gemini 2.5,TDC,1
Network-based,Gemini 2.5,NFC,4
Network-based,Gemini 2.5,NDC,3
Network-based,Gemini 2.5,TFC,1
Network-based,Gemini 2.5,TDC,1
Network-based,Gemini 2.5,NFC,4
Network-based,Gemini 2.5,NDC,3
Network-based,Gemini 2.5,TFC,1
Network-based,Gemini 2.5,TDC,1
Network-based,Gemini 2.5,NFC,4
Network-based,Gemini 2.5,NDC,3
Network-based,Gemini 2.5,TFC,1
Network-based,Gemini 2.5,TDC,1
Network-based,Gemini 2.5,NFC,5
Network-based,Gemini 2.5,NDC,4
Network-based,Gemini 2.5,TFC,1
Network-based,Gemini 2.5,TDC,1
Network-based,Gemini 2.5,NFC,3
Network-based,Gemini 2.5,NDC,3
Network-based,Gemini 2.5,TFC,1
Network-based,Gemini 2.5,TDC,1
Network-based,Gemini 2.5,NFC,4
Network-based,Gemini 2.5,NDC,3
Network-based,Gemini 2.5,TFC,1
Network-based,Gemini 2.5,TDC,1
Network-based,Gemini 2.5,NFC,3
Network-based,Gemini 2.5,NDC,2
Network-based,Gemini 2.5,TFC,1
Network-based,Gemini 2.5,TDC,1
Network-based,Gemini 2.5,NFC,5
Network-based,Gemini 2.5,NDC,3
Network-based,Gemini 2.5,TFC,1
Network-based,Gemini 2.5,TDC,1
Network-based,Gemini 2.5,NFC,4
Network-based,Gemini 2.5,NDC,2
Network-based,Gemini 2.5,TFC,1
Network-based,Gemini 2.5,TDC,1
Network-based,Gemini 2.5,NFC,3
Network-based,Gemini 2.5,NDC,2
Network-based,Gemini 2.5,TFC,1
Network-based,Gemini 2.5,TDC,1
Network-based,Gemini 2.5,NFC,3
Network-based,Gemini 2.5,NDC,2
Network-based,Gemini 2.5,TFC,1
Network-based,Gemini 2.5,TDC,1
Network-based,Gemini 2.5,NFC,4
Network-based,Gemini 2.5,NDC,3
Network-based,Gemini 2.5,TFC,1
Network-based,Gemini 2.5,TDC,1
Network-based,Gemini 2.5,NFC,4
Network-based,Gemini 2.5,NDC,3
Network-based,Gemini 2.5,TFC,1
Network-based,Gemini 2.5,TDC,1
Network-based,Gemini 2.5,NFC,4
Network-based,Gemini 2.5,NDC,3
Network-based,Gemini 2.5,TFC,1
Network-based,Gemini 2.5,TDC,1
Network-based,Gemini 2.5,NFC,4
Network-based,Gemini 2.5,NDC,3
Network-based,Gemini 2.5,TFC,1
Network-based,Gemini 2.5,TDC,1
Network-based,Gemini 2.5,NFC,4
Network-based,Gemini 2.5,NDC,3
Network-based,Gemini 2.5,TFC,1
Network-based,Gemini 2.5,TDC,1
Network-based,Gemini 2.5,NFC,5
Network-based,Gemini 2.5,NDC,3
Network-based,Gemini 2.5,TFC,1
Network-based,Gemini 2.5,TDC,1
Network-based,Gemini 2.5,NFC,4
Network-based,Gemini 2.5,NDC,3
Network-based,Gemini 2.5,TFC,1
Network-based,Gemini 2.5,TDC,1
Network-based,Gemini 2.5,NFC,4
Network-based,Gemini 2.5,NDC,3
Network-based,Gemini 2.5,TFC,1
Network-based,Gemini 2.5,TDC,1
Network-based,Gemini 2.5,NFC,5
Network-based,Gemini 2.5,NDC,4
Network-based,Gemini 2.5,TFC,1
Network-based,Gemini 2.5,TDC,1
Network-based,Gemini 2.5,NFC,4
Network-based,Gemini 2.5,NDC,3
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,4
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,5
Tabular-based,Gemini 2.5,TDC,5
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,3
Tabular-based,Gemini 2.5,TDC,2
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,3
Tabular-based,Gemini 2.5,TDC,4
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,2
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,5
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,5
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,3
Tabular-based,Gemini 2.5,TDC,4
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,3
Tabular-based,Gemini 2.5,TDC,3
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,3
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,5
Tabular-based,Gemini 2.5,TDC,5
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,5
Tabular-based,Gemini 2.5,TDC,5
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,3
Tabular-based,Gemini 2.5,TDC,4
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,5
Tabular-based,Gemini 2.5,TDC,5
Tabular-based,Gemini 2.5,NFC,2
Tabular-based,Gemini 2.5,NDC,3
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,5
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,4
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,4
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,4
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,3
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,3
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,5
Tabular-based,Gemini 2.5,TDC,4
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,5
Tabular-based,Gemini 2.5,NFC,2
Tabular-based,Gemini 2.5,NDC,3
Tabular-based,Gemini 2.5,TFC,3
Tabular-based,Gemini 2.5,TDC,3
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,5
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,4
Tabular-based,Gemini 2.5,NFC,2
Tabular-based,Gemini 2.5,NDC,2
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,3
Tabular-based,Gemini 2.5,NFC,2
Tabular-based,Gemini 2.5,NDC,2
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,4
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,5
Tabular-based,Gemini 2.5,TDC,5
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,3
Tabular-based,Gemini 2.5,TDC,3
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,5
Tabular-based,Gemini 2.5,NFC,2
Tabular-based,Gemini 2.5,NDC,3
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,4
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,4
Tabular-based,Gemini 2.5,NFC,2
Tabular-based,Gemini 2.5,NDC,2
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,3
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,5
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,5
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,3
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,5
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,4
Tabular-based,Gemini 2.5,NFC,2
Tabular-based,Gemini 2.5,NDC,3
Tabular-based,Gemini 2.5,TFC,5
Tabular-based,Gemini 2.5,TDC,4
Tabular-based,Gemini 2.5,NFC,2
Tabular-based,Gemini 2.5,NDC,3
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,4
Tabular-based,Gemini 2.5,NFC,3
Tabular-based,Gemini 2.5,NDC,3
Tabular-based,Gemini 2.5,TFC,3
Tabular-based,Gemini 2.5,TDC,3
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,3
Tabular-based,Gemini 2.5,TDC,4
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,3
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,3
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,3
Tabular-based,Gemini 2.5,TDC,3
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,4
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,4
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,4
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,3
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,5
Tabular-based,Gemini 2.5,TDC,4
Tabular-based,Gemini 2.5,NFC,2
Tabular-based,Gemini 2.5,NDC,3
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,3
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,4
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,3
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,4
Tabular-based,Gemini 2.5,NFC,2
Tabular-based,Gemini 2.5,NDC,2
Tabular-based,Gemini 2.5,TFC,3
Tabular-based,Gemini 2.5,TDC,3
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,5
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,4
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,4
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,3
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,5
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,3
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,3
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,3
Tabular-based,Gemini 2.5,TDC,3
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,3
Tabular-based,Gemini 2.5,TDC,2
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,4
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,5
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,3
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,5
Tabular-based,Gemini 2.5,TDC,4
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,5
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,4
Tabular-based,Gemini 2.5,NFC,2
Tabular-based,Gemini 2.5,NDC,3
Tabular-based,Gemini 2.5,TFC,3
Tabular-based,Gemini 2.5,TDC,2
Tabular-based,Gemini 2.5,NFC,2
Tabular-based,Gemini 2.5,NDC,2
Tabular-based,Gemini 2.5,TFC,3
Tabular-based,Gemini 2.5,TDC,3
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,3
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,3
Tabular-based,Gemini 2.5,TDC,4
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,4
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,5
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,5
Tabular-based,Gemini 2.5,TDC,4
Tabular-based,Gemini 2.5,NFC,2
Tabular-based,Gemini 2.5,NDC,3
Tabular-based,Gemini 2.5,TFC,3
Tabular-based,Gemini 2.5,TDC,4
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,3
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,4
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,3
Tabular-based,Gemini 2.5,TDC,3
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,5
Tabular-based,Gemini 2.5,TDC,5
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,3
Tabular-based,Gemini 2.5,TDC,3
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,3
Tabular-based,Gemini 2.5,NFC,2
Tabular-based,Gemini 2.5,NDC,2
Tabular-based,Gemini 2.5,TFC,3
Tabular-based,Gemini 2.5,TDC,5
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,5
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,5
Tabular-based,Gemini 2.5,TDC,4
Tabular-based,Gemini 2.5,NFC,2
Tabular-based,Gemini 2.5,NDC,3
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,4
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,3
Tabular-based,Gemini 2.5,TDC,3
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,3
Tabular-based,Gemini 2.5,NFC,2
Tabular-based,Gemini 2.5,NDC,2
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,3
Tabular-based,Gemini 2.5,NFC,2
Tabular-based,Gemini 2.5,NDC,2
Tabular-based,Gemini 2.5,TFC,5
Tabular-based,Gemini 2.5,TDC,4
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,3
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,4
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,5
Tabular-based,Gemini 2.5,TDC,4
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,5
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,4
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,5
Tabular-based,Gemini 2.5,TDC,3
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,4
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,3
Tabular-based,Gemini 2.5,TDC,3
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Tabular-based,Gemini 2.5,TFC,4
Tabular-based,Gemini 2.5,TDC,5
Tabular-based,Gemini 2.5,NFC,1
Tabular-based,Gemini 2.5,NDC,1
Bimodal,Gemma 3 (ft),TFC,4
Bimodal,Gemma 3 (ft),TDC,3
Bimodal,Gemma 3 (ft),NFC,3
Bimodal,Gemma 3 (ft),NDC,2
Bimodal,Gemma 3 (ft),TFC,4
Bimodal,Gemma 3 (ft),TDC,4
Bimodal,Gemma 3 (ft),NFC,3
Bimodal,Gemma 3 (ft),NDC,3
Bimodal,Gemma 3 (ft),TFC,4
Bimodal,Gemma 3 (ft),TDC,2
Bimodal,Gemma 3 (ft),NFC,3
Bimodal,Gemma 3 (ft),NDC,3
Bimodal,Gemma 3 (ft),TFC,4
Bimodal,Gemma 3 (ft),TDC,3
Bimodal,Gemma 3 (ft),NFC,4
Bimodal,Gemma 3 (ft),NDC,3
Bimodal,Gemma 3 (ft),TFC,4
Bimodal,Gemma 3 (ft),TDC,4
Bimodal,Gemma 3 (ft),NFC,3
Bimodal,Gemma 3 (ft),NDC,3
Bimodal,Gemma 3 (ft),TFC,5
Bimodal,Gemma 3 (ft),TDC,5
Bimodal,Gemma 3 (ft),NFC,3
Bimodal,Gemma 3 (ft),NDC,3
Bimodal,Gemma 3 (ft),TFC,3
Bimodal,Gemma 3 (ft),TDC,3
Bimodal,Gemma 3 (ft),NFC,3
Bimodal,Gemma 3 (ft),NDC,3
Bimodal,Gemma 3 (ft),TFC,4
Bimodal,Gemma 3 (ft),TDC,3
Bimodal,Gemma 3 (ft),NFC,3
Bimodal,Gemma 3 (ft),NDC,3
Bimodal,Gemma 3 (ft),TFC,4
Bimodal,Gemma 3 (ft),TDC,3
Bimodal,Gemma 3 (ft),NFC,3
Bimodal,Gemma 3 (ft),NDC,2
Bimodal,Gemma 3 (ft),TFC,4
Bimodal,Gemma 3 (ft),TDC,3
Bimodal,Gemma 3 (ft),NFC,3
Bimodal,Gemma 3 (ft),NDC,2
Bimodal,Gemma 3 (ft),TFC,4
Bimodal,Gemma 3 (ft),TDC,4
Bimodal,Gemma 3 (ft),NFC,3
Bimodal,Gemma 3 (ft),NDC,3
Bimodal,Gemma 3 (ft),TFC,5
Bimodal,Gemma 3 (ft),TDC,4
Bimodal,Gemma 3 (ft),NFC,3
Bimodal,Gemma 3 (ft),NDC,3
Bimodal,Gemma 3 (ft),TFC,4
Bimodal,Gemma 3 (ft),TDC,3
Bimodal,Gemma 3 (ft),NFC,3
Bimodal,Gemma 3 (ft),NDC,3
Bimodal,Gemma 3 (ft),TFC,4
Bimodal,Gemma 3 (ft),TDC,3
Bimodal,Gemma 3 (ft),NFC,3
Bimodal,Gemma 3 (ft),NDC,3
Bimodal,Gemma 3 (ft),TFC,5
Bimodal,Gemma 3 (ft),TDC,5
Bimodal,Gemma 3 (ft),NFC,4
Bimodal,Gemma 3 (ft),NDC,4
Bimodal,Gemma 3 (ft),TFC,5
Bimodal,Gemma 3 (ft),TDC,3
Bimodal,Gemma 3 (ft),NFC,4
Bimodal,Gemma 3 (ft),NDC,4
Bimodal,Gemma 3 (ft),TFC,5
Bimodal,Gemma 3 (ft),TDC,3
Bimodal,Gemma 3 (ft),NFC,3
Bimodal,Gemma 3 (ft),NDC,3
Bimodal,Gemma 3 (ft),TFC,4
Bimodal,Gemma 3 (ft),TDC,3
Bimodal,Gemma 3 (ft),NFC,3
Bimodal,Gemma 3 (ft),NDC,3
Bimodal,Gemma 3 (ft),TFC,4
Bimodal,Gemma 3 (ft),TDC,3
Bimodal,Gemma 3 (ft),NFC,3
Bimodal,Gemma 3 (ft),NDC,3
Bimodal,Gemma 3 (ft),TFC,5
Bimodal,Gemma 3 (ft),TDC,4
